store_nbr,family,week,sales,onpromotion,oil_price,city,state,type,cluster,holiday_count,has_holiday,sales_lag_1,sales_lag_2,sales_lag_4,sales_lag_8,sales_lag_12,sales_lag_52,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,rolling_mean_12,rolling_std_12,week_of_year,month,quarter,year,promo_this_week,promo_last_week,promo_rolling_4,weeks_since_promo,oil_price_change,store_type_enc,family_enc,store_enc
3,DAIRY,2014-09-01,16688.0,24,94.39285714285714,Quito,Pichincha,D,8,0.0,0.0,12968.0,11860.0,11595.0,13423.0,13362.0,9004.0,11962.25,693.8839360200449,12461.25,780.8990697541246,12815.416666666666,904.033231321346,36,9,3,2014,1,1.0,4.0,15,-2.3228571428571456,4,2,0
3,DAIRY,2014-09-08,14764.0,30,92.35857142857142,Quito,Pichincha,D,8,0.0,0.0,16688.0,12968.0,11426.0,13339.0,13178.0,8506.0,13235.5,2391.485103445138,12869.375,1685.0836297601713,13092.583333333334,1438.6334714413867,37,9,3,2014,1,1.0,4.0,16,-2.0342857142857156,4,2,0
3,DAIRY,2014-09-15,15379.0,33,93.20857142857145,Quito,Pichincha,D,8,0.0,0.0,14764.0,16688.0,11860.0,12785.0,12930.0,8302.0,14070.0,2116.1335811647946,13047.5,1812.3298343765764,13224.75,1517.864835580194,38,9,3,2014,1,1.0,4.0,17,0.8500000000000227,4,2,0
3,DAIRY,2014-09-22,14900.0,32,93.83571428571427,Quito,Pichincha,D,8,1.0,1.0,15379.0,14764.0,12968.0,12294.0,14625.0,8475.0,14949.75,1545.7042353999482,13371.75,1982.698647947143,13428.833333333334,1634.7689763573892,39,9,3,2014,1,1.0,4.0,18,0.6271428571428288,4,2,0
3,DAIRY,2014-09-29,16202.0,28,90.96285714285716,Quito,Pichincha,D,8,0.0,0.0,14900.0,15379.0,16688.0,11595.0,13423.0,9337.0,15432.75,877.4187046862735,13697.5,1994.3762361772594,13451.75,1654.8655603181949,40,9,3,2014,1,1.0,4.0,19,-2.8728571428571144,4,2,0
3,DAIRY,2014-10-06,14704.0,15,87.12571428571428,Quito,Pichincha,D,8,2.0,1.0,16202.0,14900.0,14764.0,11426.0,13339.0,8465.0,15311.25,649.778103150097,14273.375,1965.4775455707595,13683.333333333334,1835.1085840220726,41,10,4,2014,1,1.0,4.0,20,-3.8371428571428794,4,2,0
3,DAIRY,2014-10-13,14687.0,8,82.85714285714286,Quito,Pichincha,D,8,0.0,0.0,14704.0,16202.0,15379.0,11860.0,12785.0,8744.0,15296.25,667.0843899637722,14683.125,1593.5784921723455,13797.083333333334,1854.0320904515715,42,10,4,2014,1,1.0,4.0,21,-4.26857142857142,4,2,0
3,DAIRY,2014-10-20,14113.0,6,81.87857142857142,Quito,Pichincha,D,8,0.0,0.0,14687.0,14704.0,14900.0,12968.0,12294.0,8094.0,15123.25,725.6323104713603,15036.5,1121.6974381967461,13955.583333333334,1840.8979260791202,43,10,4,2014,1,1.0,4.0,22,-0.978571428571442,4,2,0
3,DAIRY,2014-10-27,13063.0,11,81.07428571428571,Quito,Pichincha,D,8,1.0,1.0,14113.0,14687.0,16202.0,16688.0,11595.0,8521.0,14926.5,893.5974112167838,15179.625,863.358713315122,14107.166666666666,1764.9658164772811,44,10,4,2014,1,1.0,4.0,23,-0.8042857142857116,4,2,0
3,DAIRY,2014-11-03,15486.0,3,78.37571428571428,Quito,Pichincha,D,8,3.0,1.0,13063.0,14113.0,14704.0,14764.0,11426.0,11078.0,14141.75,769.8378075932651,14726.5,908.6918383824393,14229.5,1619.9288704923213,45,11,4,2014,1,1.0,4.0,24,-2.6985714285714266,4,2,0
3,DAIRY,2014-11-10,14051.0,0,76.32857142857142,Quito,Pichincha,D,8,3.0,1.0,15486.0,13063.0,14687.0,15379.0,11860.0,11293.0,14337.25,1019.1422455509689,14816.75,947.9541504886043,14567.833333333334,1388.6360759807208,46,11,4,2014,0,1.0,4.0,25,-2.047142857142859,4,2,0
3,DAIRY,2014-11-17,14409.0,1,75.7042857142857,Quito,Pichincha,D,8,0.0,0.0,14051.0,15486.0,14113.0,14900.0,12968.0,11252.0,14178.25,995.731347636837,14650.75,951.6991946738514,14750.416666666666,1117.8765144304332,47,11,4,2014,1,0.0,3.0,0,-0.624285714285719,4,2,0
3,DAIRY,2014-11-24,14264.0,2,70.71428571428571,Quito,Pichincha,D,8,1.0,1.0,14409.0,14051.0,13063.0,16202.0,16688.0,12416.0,14252.25,1000.2544259670494,14589.375,949.1576622759482,14870.5,977.5964495546217,48,11,4,2014,1,1.0,3.0,0,-4.989999999999995,4,2,0
3,DAIRY,2014-12-01,15168.0,4,66.81,Quito,Pichincha,D,8,3.0,1.0,14264.0,14409.0,15486.0,14704.0,14764.0,12871.0,14552.5,639.4656623567355,14347.125,690.9755913613322,14668.5,802.6960819637666,49,12,4,2014,1,1.0,3.0,1,-3.904285714285706,4,2,0
3,DAIRY,2014-12-08,15100.0,9,60.18571428571429,Quito,Pichincha,D,8,1.0,1.0,15168.0,14264.0,14051.0,14687.0,15379.0,13292.0,14473.0,486.1021840450199,14405.125,742.7453779247445,14702.166666666666,815.436841468562,50,12,4,2014,1,1.0,3.0,2,-6.624285714285712,4,2,0
3,DAIRY,2014-12-15,15901.0,11,56.18142857142857,Quito,Pichincha,D,8,2.0,1.0,15100.0,15168.0,14409.0,14113.0,14900.0,15222.0,14735.25,465.05582102224236,14456.75,778.6225474699352,14678.916666666666,798.1792300813868,51,12,4,2014,1,1.0,4.0,3,-4.0042857142857216,4,2,0
3,DAIRY,2014-12-22,13469.0,15,55.31428571428573,Quito,Pichincha,D,8,7.0,1.0,15901.0,15100.0,14264.0,13063.0,16202.0,11682.0,15108.25,669.5393316801276,14680.25,911.188196022879,14762.333333333334,872.2541678509286,52,12,4,2014,1,1.0,4.0,4,-0.8671428571428379,4,2,0
3,DAIRY,2014-12-29,13802.0,13,53.237142857142864,Quito,Pichincha,D,8,3.0,1.0,13469.0,15901.0,15168.0,15486.0,14704.0,14403.0,14909.5,1026.5191993658336,14731.0,814.4123209845419,14534.583333333334,817.2420870145272,1,12,4,2014,1,1.0,4.0,5,-2.077142857142867,4,2,0
3,DAIRY,2015-01-05,14839.0,13,48.652857142857144,Quito,Pichincha,D,8,1.0,1.0,13802.0,13469.0,15100.0,14051.0,14687.0,14763.0,14568.0,1133.500477870803,14520.5,809.0034433972276,14459.416666666666,841.3683074539114,2,1,1,2015,1,1.0,4.0,6,-4.58428571428572,4,2,0
3,DAIRY,2015-01-12,13556.0,18,47.472857142857144,Quito,Pichincha,D,8,0.0,0.0,14839.0,13802.0,15901.0,14409.0,14113.0,14335.0,14502.75,1099.6752172043066,14619.0,791.454357496375,14472.083333333334,846.2361005527764,3,1,1,2015,1,1.0,4.0,7,-1.1799999999999997,4,2,0
3,DAIRY,2015-01-19,13455.0,8,46.40571428571428,Quito,Pichincha,D,8,0.0,0.0,13556.0,14839.0,13469.0,14264.0,13063.0,14319.0,13916.5,630.9603791047463,14512.375,876.6590699924343,14425.666666666666,882.2329452570618,4,1,1,2015,1,1.0,4.0,8,-1.067142857142862,4,2,0
3,DAIRY,2015-01-26,13765.0,15,46.029999999999994,Quito,Pichincha,D,8,0.0,0.0,13455.0,13556.0,13802.0,15168.0,15486.0,13969.0,13913.0,634.3001392611164,14411.25,952.7598633143909,14458.333333333334,833.0782276192998,5,1,1,2015,1,1.0,4.0,9,-0.3757142857142881,4,2,0
3,DAIRY,2015-02-02,13434.0,17,50.885714285714286,Quito,Pichincha,D,8,0.0,0.0,13765.0,13455.0,14839.0,15100.0,14051.0,13239.0,13903.75,636.7235794806658,14235.875,922.2005417943074,14314.916666666666,786.9391172399575,6,2,1,2015,1,1.0,4.0,10,4.855714285714292,4,2,0
3,DAIRY,2015-02-09,10807.0,21,51.57142857142857,Quito,Pichincha,D,8,0.0,0.0,13434.0,13765.0,13556.0,15901.0,14409.0,13877.0,13552.5,151.34618153977888,14027.625,886.6086167445667,14263.5,824.987217531816,7,2,1,2015,1,1.0,4.0,11,0.6857142857142833,4,2,0
3,DAIRY,2015-02-16,14428.0,17,51.33142857142857,Quito,Pichincha,D,8,2.0,1.0,10807.0,13434.0,13455.0,13469.0,14264.0,13188.0,12865.25,1380.4859953412563,13390.875,1141.5409932567966,13963.333333333334,1290.93569541513,8,2,1,2015,1,1.0,4.0,12,-0.240000000000002,4,2,0
3,DAIRY,2015-02-23,13924.0,12,49.35142857142858,Quito,Pichincha,D,8,0.0,0.0,14428.0,10807.0,13765.0,13802.0,15168.0,11967.0,13108.5,1589.0169917279065,13510.75,1199.7842365549373,13977.0,1295.2689436420576,9,2,1,2015,1,1.0,4.0,13,-1.9799999999999898,4,2,0
3,DAIRY,2015-03-02,15778.0,7,50.16285714285714,Quito,Pichincha,D,8,1.0,1.0,13924.0,14428.0,13434.0,14839.0,15100.0,15694.0,13148.25,1612.725720635721,13526.0,1204.7800036284038,13873.333333333334,1239.8791974391693,10,3,1,2015,1,1.0,4.0,14,0.8114285714285643,4,2,0
3,DAIRY,2015-03-09,15110.0,9,46.88428571428572,Quito,Pichincha,D,8,0.0,0.0,15778.0,13924.0,10807.0,13556.0,15901.0,14047.0,13734.25,2102.6174759094924,13643.375,1383.4627298919186,13929.833333333334,1314.0859826118476,11,3,1,2015,1,1.0,4.0,15,-3.278571428571425,4,2,0
3,DAIRY,2015-03-16,14719.0,9,44.85285714285715,Quito,Pichincha,D,8,0.0,0.0,15110.0,15778.0,14428.0,13455.0,13469.0,14797.0,14810.0,807.8663255762092,13837.625,1475.4792865370898,13863.916666666666,1222.8951087356886,12,3,1,2015,1,1.0,4.0,16,-2.0314285714285703,4,2,0
3,DAIRY,2015-03-23,15033.0,10,48.72571428571428,Quito,Pichincha,D,8,0.0,0.0,14719.0,15110.0,13924.0,13765.0,13802.0,14535.0,14882.75,774.409613834956,13995.625,1496.1847610792304,13968.083333333334,1239.325216569169,13,3,1,2015,1,1.0,4.0,17,3.8728571428571357,4,2,0
3,DAIRY,2015-03-30,16679.0,11,49.00285714285714,Quito,Pichincha,D,8,2.0,1.0,15033.0,14719.0,15778.0,13434.0,14839.0,14555.0,15160.0,445.3590311946891,14154.125,1534.9249807168333,14070.666666666666,1274.7684519396387,14,3,1,2015,1,1.0,4.0,18,0.2771428571428558,4,2,0
3,DAIRY,2015-04-06,15123.0,12,51.73571428571428,Quito,Pichincha,D,8,1.0,1.0,16679.0,15033.0,15110.0,10807.0,13556.0,13614.0,15385.25,878.9237263077338,14559.75,1733.3750521536217,14224.0,1471.1255431255154,15,4,2,2015,1,1.0,4.0,19,2.732857142857142,4,2,0
3,DAIRY,2015-04-13,14851.0,10,55.04571428571428,Quito,Pichincha,D,8,1.0,1.0,15123.0,16679.0,14719.0,14428.0,13455.0,14138.0,15388.5,877.5896915225658,15099.25,839.8774995710468,14354.583333333334,1475.9793949247412,16,4,2,2015,1,1.0,4.0,20,3.3100000000000023,4,2,0
3,DAIRY,2015-04-20,14982.0,11,56.09285714285714,Quito,Pichincha,D,8,1.0,1.0,14851.0,15123.0,15033.0,13924.0,13765.0,13076.0,15421.5,845.9336065358037,15152.125,804.1361713931643,14470.916666666666,1453.4737360940287,17,4,2,2015,1,1.0,4.0,21,1.047142857142859,4,2,0
3,DAIRY,2015-04-27,15150.0,7,58.29714285714285,Quito,Pichincha,D,8,1.0,1.0,14982.0,14851.0,16679.0,15778.0,13434.0,13570.0,15408.75,854.086012452301,15284.375,644.4461492519864,14572.333333333334,1442.1545960083,18,4,2,2015,1,1.0,4.0,22,2.20428571428571,4,2,0
3,DAIRY,2015-05-04,15332.0,10,59.635714285714286,Quito,Pichincha,D,8,2.0,1.0,15150.0,14982.0,15123.0,15110.0,10807.0,13013.0,15026.5,138.25700705572092,15205.875,613.219708354424,14715.333333333334,1403.580378456419,19,5,2,2015,1,1.0,4.0,23,1.3385714285714343,4,2,0
3,DAIRY,2015-05-11,15468.0,15,59.93285714285714,Quito,Pichincha,D,8,1.0,1.0,15332.0,15150.0,14851.0,14719.0,14428.0,13254.0,15078.75,208.52078233757013,15233.625,613.284352016722,15092.416666666666,678.8575239906966,20,5,2,2015,1,1.0,4.0,24,0.2971428571428518,4,2,0
3,DAIRY,2015-05-18,15623.0,10,58.93142857142857,Quito,Pichincha,D,8,1.0,1.0,15468.0,15332.0,14982.0,15033.0,13924.0,12842.0,15233.0,212.06602745372896,15327.25,579.7525950166765,15179.083333333334,652.1853415226091,21,5,2,2015,1,1.0,4.0,25,-1.0014285714285691,4,2,0
3,DAIRY,2015-05-25,15507.0,10,58.87428571428571,Quito,Pichincha,D,8,0.0,0.0,15623.0,15468.0,15150.0,16679.0,15778.0,12961.0,15393.25,201.0760635514311,15401.0,574.4766562458632,15320.666666666666,527.4363957058198,22,5,2,2015,1,1.0,4.0,26,-0.05714285714285694,4,2,0
3,DAIRY,2015-06-01,16783.0,22,59.50571428571429,Quito,Pichincha,D,8,0.0,0.0,15507.0,15623.0,15332.0,15123.0,15110.0,13841.0,15482.5,120.00138888087545,15254.5,271.6136962673256,15298.083333333334,511.63969181682785,23,6,2,2015,1,1.0,4.0,27,0.6314285714285788,4,2,0
3,DAIRY,2015-06-08,15532.0,15,60.04,Quito,Pichincha,D,8,0.0,0.0,16783.0,15507.0,15468.0,14851.0,14719.0,13362.0,15845.25,628.6230322432297,15462.0,596.5361921723004,15437.5,661.670406828599,24,6,2,2015,1,1.0,4.0,28,0.5342857142857085,4,2,0
3,DAIRY,2015-06-15,16185.0,28,59.81428571428571,Quito,Pichincha,D,8,0.0,0.0,15532.0,16783.0,15623.0,14982.0,15033.0,13178.0,15861.25,616.518383072778,15547.125,543.086006737685,15505.25,621.8368866803908,25,6,2,2015,1,1.0,4.0,29,-0.22571428571428953,4,2,0
3,DAIRY,2015-06-22,16042.0,31,59.84142857142857,Quito,Pichincha,D,8,4.0,1.0,16185.0,15532.0,15507.0,15150.0,16679.0,12930.0,16001.75,608.1049114530645,15697.5,530.6618508994209,15601.25,631.1562441626111,26,6,2,2015,1,1.0,4.0,30,0.02714285714286291,4,2,0
3,DAIRY,2015-06-29,18211.0,19,57.49714285714286,Quito,Pichincha,D,8,2.0,1.0,16042.0,16185.0,16783.0,15332.0,15123.0,14625.0,16135.5,514.6717400440849,15809.0,491.45265721706437,15548.166666666666,554.390875127144,27,6,2,2015,1,1.0,4.0,31,-2.3442857142857108,4,2,0
3,DAIRY,2015-07-06,14891.0,6,52.48571428571428,Quito,Pichincha,D,8,0.0,0.0,18211.0,16042.0,15532.0,15468.0,14851.0,13423.0,16492.5,1179.450295688634,16168.875,940.8715469484355,15805.5,929.1301406056208,28,7,3,2015,1,1.0,4.0,32,-5.011428571428581,4,2,0
3,DAIRY,2015-07-13,15573.0,8,51.45428571428572,Quito,Pichincha,D,8,0.0,0.0,14891.0,18211.0,16185.0,15623.0,14982.0,13339.0,16332.25,1379.9554038687893,16096.75,1020.9797465460038,15808.833333333334,925.4589852248104,29,7,3,2015,1,1.0,4.0,33,-1.0314285714285631,4,2,0
3,DAIRY,2015-07-20,14092.0,9,48.86,Quito,Pichincha,D,8,3.0,1.0,15573.0,14891.0,16042.0,15507.0,15150.0,12785.0,16179.25,1434.5699413645448,16090.5,1024.4413111545236,15858.083333333334,892.5996209574239,30,7,3,2015,1,1.0,4.0,34,-2.594285714285718,4,2,0
3,DAIRY,2015-07-27,14856.0,20,47.68142857142857,Quito,Pichincha,D,8,0.0,0.0,14092.0,15573.0,18211.0,16783.0,15332.0,12294.0,15691.75,1785.2285334563396,15913.625,1239.2170267090883,15769.916666666666,1013.0270981149288,31,7,3,2015,1,1.0,4.0,35,-1.1785714285714306,4,2,0
3,DAIRY,2015-08-03,13704.0,24,44.63285714285714,Quito,Pichincha,D,8,1.0,1.0,14856.0,14092.0,14891.0,15532.0,15468.0,11595.0,14853.0,605.2476077331272,15672.75,1233.3579888140457,15730.25,1040.6752287905115,32,8,3,2015,1,1.0,4.0,36,-3.048571428571428,4,2,0
3,DAIRY,2015-08-10,15676.0,15,42.98428571428571,Quito,Pichincha,D,8,2.0,1.0,13704.0,14856.0,15573.0,16185.0,15623.0,11426.0,14556.25,829.7567414610182,15444.25,1418.5843798862095,15583.25,1194.3297949439711,33,8,3,2015,1,1.0,4.0,37,-1.6485714285714295,4,2,0
