store_nbr,family,week,sales,onpromotion,oil_price,city,state,type,cluster,holiday_count,has_holiday
3,DAIRY,2013-05-20,8044.0,0,94.49428571428572,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2013-05-27,9100.0,0,92.99714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-06-03,9306.0,0,94.78142857142858,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-06-10,8924.0,0,96.77857142857144,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-06-17,8557.0,0,95.84,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2013-06-24,8621.0,0,95.98142857142857,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2013-07-01,9159.0,0,101.52857142857144,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2013-07-08,8272.0,0,105.03142857142858,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-07-15,8524.0,0,107.20142857142856,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-07-22,8063.0,0,105.55714285714285,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2013-07-29,8521.0,0,105.94285714285715,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-08-05,7979.0,0,105.41571428571429,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2013-08-12,7807.0,0,107.14714285714285,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2013-08-19,8195.0,0,105.76285714285714,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2013-08-26,9293.0,0,108.23,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-09-02,9004.0,0,109.1857142857143,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-09-09,8506.0,0,108.34285714285714,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-09-16,8302.0,0,105.78428571428572,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-09-23,8475.0,0,103.02857142857144,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2013-09-30,9337.0,0,103.34,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-10-07,8465.0,0,102.54714285714286,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2013-10-14,8744.0,0,101.32571428571428,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-10-21,8094.0,0,97.52285714285715,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-10-28,8521.0,0,96.25857142857144,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2013-11-04,11078.0,0,94.37857142857142,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2013-11-11,11293.0,0,93.90285714285713,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2013-11-18,11252.0,0,94.0942857142857,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-11-25,12416.0,0,92.71714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-12-02,12871.0,0,96.57000000000001,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2013-12-09,13292.0,0,96.95571428571428,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2013-12-16,15222.0,0,98.21285714285715,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2013-12-23,11682.0,0,99.33714285714287,Quito,Pichincha,D,8,4.0,1.0
3,DAIRY,2013-12-30,14403.0,0,95.90857142857143,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2014-01-06,14763.0,0,92.40857142857143,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-01-13,14335.0,0,93.25714285714285,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-01-20,14319.0,0,96.00428571428571,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-01-27,13969.0,0,97.36428571428571,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-02-03,13239.0,0,98.40857142857143,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-02-10,13877.0,0,100.23714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-02-17,13188.0,0,102.44285714285715,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-02-24,11967.0,0,102.80285714285715,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-03-03,15694.0,0,103.00142857142858,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2014-03-10,14047.0,0,99.46142857142857,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-03-17,14797.0,0,99.83,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-03-24,14535.0,0,100.96571428571428,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-03-31,14555.0,0,100.66142857142857,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-04-07,13614.0,0,102.99428571428572,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-04-14,14138.0,0,104.11142857142856,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2014-04-21,13076.0,0,101.75142857142858,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-04-28,13570.0,0,100.38857142857144,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-05-05,13013.0,0,100.29857142857142,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2014-05-12,13254.0,10,102.02857142857144,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-05-19,12842.0,8,104.16,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-05-26,12961.0,8,103.94571428571429,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-06-02,13841.0,11,103.25857142857141,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-06-09,13362.0,8,106.40285714285713,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2014-06-16,13178.0,5,107.4342857142857,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-06-23,12930.0,8,106.62571428571428,Quito,Pichincha,D,8,7.0,1.0
3,DAIRY,2014-06-30,14625.0,6,105.19285714285715,Quito,Pichincha,D,8,6.0,1.0
3,DAIRY,2014-07-07,13423.0,10,102.74714285714286,Quito,Pichincha,D,8,4.0,1.0
3,DAIRY,2014-07-14,13339.0,12,102.78571428571429,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-07-21,12785.0,9,104.59857142857143,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2014-07-28,12294.0,4,100.9557142857143,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-08-04,11595.0,4,97.52857142857144,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2014-08-11,11426.0,2,97.20857142857143,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-08-18,11860.0,7,94.57000000000001,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-08-25,12968.0,18,96.71571428571428,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-09-01,16688.0,24,94.39285714285714,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-09-08,14764.0,30,92.35857142857142,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-09-15,15379.0,33,93.20857142857143,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-09-22,14900.0,32,93.83571428571429,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-09-29,16202.0,28,90.96285714285715,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-10-06,14704.0,15,87.12571428571428,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2014-10-13,14687.0,8,82.85714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-10-20,14113.0,6,81.87857142857142,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-10-27,13063.0,11,81.07428571428571,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-11-03,15486.0,3,78.37571428571428,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2014-11-10,14051.0,0,76.32857142857142,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2014-11-17,14409.0,1,75.7042857142857,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2014-11-24,14264.0,2,70.71428571428571,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-12-01,15168.0,4,66.81,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2014-12-08,15100.0,9,60.18571428571429,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2014-12-15,15901.0,11,56.18142857142857,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2014-12-22,13469.0,15,55.314285714285724,Quito,Pichincha,D,8,7.0,1.0
3,DAIRY,2014-12-29,13802.0,13,53.237142857142864,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2015-01-05,14839.0,13,48.652857142857144,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-01-12,13556.0,18,47.472857142857144,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-01-19,13455.0,8,46.40571428571428,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-01-26,13765.0,15,46.029999999999994,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-02-02,13434.0,17,50.885714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-02-09,10807.0,21,51.57142857142857,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-02-16,14428.0,17,51.33142857142857,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2015-02-23,13924.0,12,49.35142857142858,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-03-02,15778.0,7,50.16285714285714,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-03-09,15110.0,9,46.88428571428572,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-03-16,14719.0,9,44.85285714285715,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-03-23,15033.0,10,48.72571428571428,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-03-30,16679.0,11,49.00285714285714,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2015-04-06,15123.0,12,51.73571428571428,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-04-13,14851.0,10,55.04571428571428,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-04-20,14982.0,11,56.09285714285714,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-04-27,15150.0,7,58.29714285714285,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-05-04,15332.0,10,59.635714285714286,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2015-05-11,15468.0,15,59.93285714285714,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-05-18,15623.0,10,58.93142857142857,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-05-25,15507.0,10,58.87428571428571,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-06-01,16783.0,22,59.50571428571429,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-06-08,15532.0,15,60.04,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-06-15,16185.0,28,59.81428571428571,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-06-22,16042.0,31,59.84142857142857,Quito,Pichincha,D,8,4.0,1.0
3,DAIRY,2015-06-29,18211.0,19,57.49714285714286,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2015-07-06,14891.0,6,52.48571428571428,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-07-13,15573.0,8,51.45428571428572,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-07-20,14092.0,9,48.86,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2015-07-27,14856.0,20,47.68142857142857,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-08-03,13704.0,24,44.63285714285714,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-08-10,15676.0,15,42.98428571428571,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2015-08-17,14520.0,8,41.08714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-08-24,15505.0,3,42.029999999999994,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-08-31,17174.0,18,46.527142857142856,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-09-07,15052.0,28,45.167142857142856,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-09-14,15471.0,18,45.26142857142857,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-09-21,14819.0,16,45.565714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-09-28,17395.0,17,45.152857142857144,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-10-05,16512.0,10,48.73428571428571,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2015-10-12,16422.0,30,46.957142857142856,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-10-19,16352.0,15,44.8,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-10-26,13959.0,3,45.449999999999996,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-11-02,18456.0,9,45.50714285714286,Quito,Pichincha,D,8,4.0,1.0
3,DAIRY,2015-11-09,16635.0,12,42.12285714285714,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2015-11-16,17098.0,15,40.26857142857143,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-11-23,16236.0,16,40.61571428571428,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-11-30,17636.0,16,40.28857142857142,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2015-12-07,16913.0,22,36.567142857142855,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2015-12-14,18213.0,23,35.47428571428571,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2015-12-21,15708.0,20,36.84428571428571,Quito,Pichincha,D,8,7.0,1.0
3,DAIRY,2015-12-28,15824.0,50,37.050000000000004,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2016-01-04,18609.0,135,34.23428571428572,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-01-11,16867.0,98,30.261428571428574,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-01-18,16832.0,63,30.051428571428573,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-01-25,16609.0,3,32.33714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-02-01,15367.0,5,31.145714285714288,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-02-08,17117.0,3,28.48,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2016-02-15,17467.0,3,29.798571428571428,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-02-22,16985.0,15,31.415714285714284,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-02-29,18794.0,82,34.855714285714285,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-03-07,17326.0,109,37.92714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-03-14,17497.0,125,38.64714285714285,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-03-21,17669.0,52,38.885714285714286,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-03-28,18253.0,7,36.40428571428571,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-04-04,17341.0,6,37.582857142857144,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-04-11,16963.0,13,40.99,Quito,Pichincha,D,8,4.0,1.0
3,DAIRY,2016-04-18,17260.0,198,42.114285714285714,Quito,Pichincha,D,8,8.0,1.0
3,DAIRY,2016-04-25,16861.0,279,44.778571428571425,Quito,Pichincha,D,8,8.0,1.0
3,DAIRY,2016-05-02,17704.0,37,44.32,Quito,Pichincha,D,8,9.0,1.0
3,DAIRY,2016-05-09,17220.0,51,45.66285714285714,Quito,Pichincha,D,8,8.0,1.0
3,DAIRY,2016-05-16,17208.0,23,47.9,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-05-23,16163.0,24,48.90571428571428,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-05-30,17835.0,18,48.962857142857146,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-06-06,16352.0,32,49.871428571428574,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-06-13,17249.0,40,47.92,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-06-20,16298.0,81,48.135714285714286,Quito,Pichincha,D,8,4.0,1.0
3,DAIRY,2016-06-27,16869.0,106,48.41571428571429,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2016-07-04,16390.0,234,46.35,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-07-11,15847.0,112,45.69285714285714,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-07-18,16069.0,79,44.145714285714284,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2016-07-25,14575.0,56,41.74428571428571,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-08-01,15903.0,46,41.10857142857143,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-08-08,14111.0,72,43.50142857142857,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-08-15,15298.0,111,47.534285714285716,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-08-22,15281.0,75,47.21714285714285,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-08-29,17404.0,56,44.901428571428575,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-09-05,17315.0,50,45.71142857142858,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-09-12,16149.0,26,43.96857142857142,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-09-19,16043.0,21,44.528571428571425,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-09-26,17286.0,24,46.885714285714286,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-10-03,17469.0,58,49.56285714285714,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2016-10-10,16190.0,77,50.30571428571428,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-10-17,15921.0,74,50.57142857142857,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-10-24,14807.0,140,49.17857142857143,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-10-31,16076.0,189,45.097142857142856,Quito,Pichincha,D,8,4.0,1.0
3,DAIRY,2016-11-07,17548.0,198,44.26142857142857,Quito,Pichincha,D,8,5.0,1.0
3,DAIRY,2016-11-14,17237.0,198,45.30714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-11-21,16880.0,165,47.021428571428565,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-11-28,17267.0,172,49.50571428571429,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2016-12-05,17704.0,170,51.12714285714286,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2016-12-12,17276.0,151,51.91857142857143,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2016-12-19,18270.0,166,51.971428571428575,Quito,Pichincha,D,8,6.0,1.0
3,DAIRY,2016-12-26,15552.0,189,53.41285714285714,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2017-01-02,20524.0,182,53.582857142857144,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2017-01-09,17113.0,193,52.15,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-01-16,17538.0,174,52.044285714285714,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-01-23,17262.0,163,52.86714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-01-30,17788.0,140,53.465714285714284,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-02-06,17353.0,148,53.15428571428571,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-02-13,17681.0,143,53.27428571428571,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-02-20,15083.0,114,53.92714285714286,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-02-27,19038.0,212,53.49714285714286,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2017-03-06,17775.0,251,49.8,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-03-13,18259.0,289,48.121428571428574,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-03-20,18035.0,286,47.285714285714285,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-03-27,19298.0,176,49.53857142857142,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2017-04-03,17664.0,39,51.54571428571428,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-04-10,17290.0,68,53.18857142857143,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2017-04-17,18185.0,132,50.67857142857143,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2017-04-24,16113.0,192,49.175714285714285,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-05-01,19309.0,230,46.93,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2017-05-08,16366.0,243,47.26857142857143,Quito,Pichincha,D,8,3.0,1.0
3,DAIRY,2017-05-15,17157.0,223,49.55142857142857,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-05-22,15524.0,220,50.03285714285715,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2017-05-29,18577.0,160,48.40857142857143,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-06-05,16670.0,232,46.35285714285715,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-06-12,16504.0,254,45.137142857142855,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-06-19,16395.0,248,43.02428571428572,Quito,Pichincha,D,8,4.0,1.0
3,DAIRY,2017-06-26,16688.0,195,45.02428571428572,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-07-03,16146.0,265,45.06,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2017-07-10,14804.0,230,45.798571428571435,Quito,Pichincha,D,8,0.0,0.0
3,DAIRY,2017-07-17,14719.0,156,46.22714285714286,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2017-07-24,14512.0,106,48.68142857142857,Quito,Pichincha,D,8,2.0,1.0
3,DAIRY,2017-07-31,15387.0,110,49.534285714285716,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2017-08-07,13448.0,170,49.0,Quito,Pichincha,D,8,1.0,1.0
3,DAIRY,2017-08-14,3957.0,48,47.82857142857143,Quito,Pichincha,D,8,1.0,1.0
44,GROCERY I,2012-12-31,48350.0,0,93.09400000000001,Quito,Pichincha,A,5,4.0,1.0
44,GROCERY I,2013-01-07,64362.0,0,93.44285714285715,Quito,Pichincha,A,5,1.0,1.0
44,GROCERY I,2013-01-14,49703.0,0,94.87571428571428,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-01-21,59342.0,0,95.36571428571429,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-01-28,49611.0,0,97.36857142857143,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-02-04,43873.0,0,96.04285714285713,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-02-11,72145.0,0,96.66714285714286,Quito,Pichincha,A,5,2.0,1.0
44,GROCERY I,2013-02-18,48714.0,0,94.24428571428572,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-02-25,53819.0,0,91.76714285714286,Quito,Pichincha,A,5,1.0,1.0
44,GROCERY I,2013-03-04,60473.0,0,91.29142857142857,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-03-11,51278.0,0,92.92571428571429,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-03-18,51662.0,0,93.14999999999999,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-03-25,48896.0,0,96.57571428571428,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-04-01,60973.0,0,94.41285714285713,Quito,Pichincha,A,5,1.0,1.0
44,GROCERY I,2013-04-08,60390.0,0,92.75142857142858,Quito,Pichincha,A,5,2.0,1.0
44,GROCERY I,2013-04-15,54375.0,0,88.01142857142858,Quito,Pichincha,A,5,1.0,1.0
44,GROCERY I,2013-04-22,51078.0,0,91.46428571428571,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-04-29,60475.0,0,93.92857142857143,Quito,Pichincha,A,5,2.0,1.0
44,GROCERY I,2013-05-06,53304.0,0,95.83428571428571,Quito,Pichincha,A,5,3.0,1.0
44,GROCERY I,2013-05-13,52473.0,0,94.9542857142857,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-05-20,58058.0,0,94.49428571428572,Quito,Pichincha,A,5,1.0,1.0
44,GROCERY I,2013-05-27,53842.0,0,92.99714285714286,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-06-03,63355.0,0,94.78142857142858,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-06-10,47802.0,0,96.77857142857144,Quito,Pichincha,A,5,0.0,0.0
44,GROCERY I,2013-06-17,50807.0,0,95.84,Quito,Pichincha,A,5,1.0,1.0
44,GROCERY I,2013-06-24,50959.0,0,95.98142857142857,Quito,Pichincha,A,5,3.0,1.0
